SEX,DESIGNATION,AGE,SALARY,LEAVES USED,LEAVES REMAINING,RATINGS,PAST EXP,nb_months,yearsMonths,UNIT_Finance,UNIT_IT,UNIT_Management,UNIT_Marketing,UNIT_Operations,UNIT_Web,nb_months_log,yearsMonths_log,PAST EXP grouped,LEAVES REMAINING Z,LEAVES USED Z,DESIGNATION M
0,0,3.1354942159291497,10.72081945637715,20,10,4,0.0,31,2.5833333333333335,0,0,1,0,0,0,3.4339872044851463,0.949080554697146,0,0.5487366916928124,-0.5487366916928124,0
1,0,3.1354942159291497,10.787379051963605,27,3,2,1.0,13,1.0833333333333333,0,0,0,0,1,0,2.5649493574615367,0.08004270767353636,1,-0.9652904366803198,0.9652904366803198,0
1,0,3.2188758248682006,10.636312072748835,23,7,2,2.0,29,2.4166666666666665,0,1,0,0,0,0,3.367295829986474,0.8823891801984737,1,-0.10013207760995856,0.10013207760995856,0
1,0,3.1780538303479458,10.77991416431514,17,13,5,0.0,31,2.5833333333333335,0,0,0,0,1,0,3.4339872044851463,0.949080554697146,0,1.1976054609955833,-1.1976054609955833,0
0,0,3.1354942159291497,10.699687588152155,26,4,5,0.0,20,1.6666666666666665,0,0,0,0,1,0,2.995732273553991,0.5108256237659906,0,-0.7490008469127294,0.7490008469127294,0
1,0,3.091042453358316,10.790452455028454,17,13,4,0.0,15,1.25,0,0,0,0,1,0,2.70805020110221,0.22314355131420976,0,1.1976054609955833,-1.1976054609955833,0
0,4,3.4011973816621555,12.07913659857689,16,14,4,4.0,51,4.25,0,0,1,0,0,0,3.9318256327243257,1.4469189829363254,2,1.4138950507631736,-1.4138950507631736,3
1,0,3.091042453358316,10.77874793485229,28,2,4,0.0,17,1.4166666666666667,0,0,0,1,0,0,2.833213344056216,0.3483066942682158,0,-1.18158002644791,1.18158002644791,0
1,3,3.4011973816621555,11.847996720675813,21,9,4,4.0,36,3.0,0,0,0,1,0,0,3.58351893845611,1.0986122886681098,2,0.33244710192522203,-0.33244710192522203,3
0,0,3.1354942159291497,10.621278564008833,27,3,5,0.0,31,2.5833333333333335,0,0,1,0,0,0,3.4339872044851463,0.949080554697146,0,-0.9652904366803198,0.9652904366803198,0
0,0,3.091042453358316,10.791605121726688,19,11,5,0.0,19,1.5833333333333335,0,0,0,1,0,0,2.9444389791664403,0.45953232937844024,0,0.7650262814604026,-0.7650262814604026,0
0,0,3.091042453358316,10.700792025170644,18,12,5,0.0,17,1.4166666666666667,0,0,0,0,1,0,2.833213344056216,0.3483066942682158,0,0.9813158712279929,-0.9813158712279929,0
0,1,3.258096538021482,11.131591836436993,28,2,5,3.0,19,1.5833333333333335,0,0,0,0,1,0,2.9444389791664403,0.45953232937844024,1,-1.18158002644791,1.18158002644791,1
0,0,3.2188758248682006,10.663732476628567,15,15,4,2.0,27,2.25,0,0,0,1,0,0,3.295836866004329,0.8109302162163288,1,1.6301846405307638,-1.6301846405307638,0
0,0,3.1354942159291497,10.795239659963128,25,5,5,0.0,33,2.75,1,0,0,0,0,0,3.4965075614664802,1.0116009116784799,0,-0.5327112571451391,0.5327112571451391,0
1,0,3.044522437723423,10.792633166886727,21,9,3,0.0,34,2.8333333333333335,0,0,0,0,0,1,3.5263605246161616,1.0414538748281612,0,0.33244710192522203,-0.33244710192522203,0
0,0,3.2188758248682006,10.623057555327177,26,4,2,2.0,18,1.5,0,1,0,0,0,0,2.8903717578961645,0.4054651081081644,1,-0.7490008469127294,0.7490008469127294,0
0,0,3.2188758248682006,10.786490337544109,26,4,5,3.0,16,1.3333333333333333,0,0,0,0,1,0,2.772588722239781,0.28768207245178085,1,-0.7490008469127294,0.7490008469127294,0
0,0,3.044522437723423,10.700927178569957,25,5,5,0.0,20,1.6666666666666665,0,1,0,0,0,0,2.995732273553991,0.5108256237659906,0,-0.5327112571451391,0.5327112571451391,0
1,0,3.2188758248682006,10.645615355317695,16,14,2,1.0,36,3.0,0,1,0,0,0,0,3.58351893845611,1.0986122886681098,1,1.4138950507631736,-1.4138950507631736,0
0,0,3.1780538303479458,10.81178643448073,21,9,5,0.0,30,2.5,0,0,0,0,1,0,3.4011973816621555,0.9162907318741551,0,0.33244710192522203,-0.33244710192522203,0
0,0,3.044522437723423,10.772372162013014,16,14,3,0.0,19,1.5833333333333335,0,1,0,0,0,0,2.9444389791664403,0.45953232937844024,0,1.4138950507631736,-1.4138950507631736,0
1,0,3.044522437723423,10.783985289911469,16,14,3,0.0,19,1.5833333333333335,0,0,0,0,1,0,2.9444389791664403,0.45953232937844024,0,1.4138950507631736,-1.4138950507631736,0
1,0,3.044522437723423,10.677361821912017,21,9,2,0.0,35,2.9166666666666665,0,0,0,1,0,0,3.5553480614894135,1.0704414117014134,0,0.33244710192522203,-0.33244710192522203,0
0,1,3.2188758248682006,11.11265683176888,20,10,4,0.0,17,1.4166666666666667,0,1,0,0,0,0,2.833213344056216,0.3483066942682158,0,0.5487366916928124,-0.5487366916928124,1
1,1,3.332204510175204,11.045462605234244,29,1,2,2.0,36,3.0,0,1,0,0,0,0,3.58351893845611,1.0986122886681098,1,-1.3978696162155004,1.3978696162155004,1
1,0,3.044522437723423,10.656600314263507,27,3,5,0.0,30,2.5,0,0,0,0,0,1,3.4011973816621555,0.9162907318741551,0,-0.9652904366803198,0.9652904366803198,0
0,0,3.091042453358316,10.808070009278122,26,4,4,0.0,35,2.9166666666666665,0,0,0,1,0,0,3.5553480614894135,1.0704414117014134,0,-0.7490008469127294,0.7490008469127294,0
1,0,3.2188758248682006,10.782699276168863,20,10,2,1.0,33,2.75,0,0,0,1,0,0,3.4965075614664802,1.0116009116784799,1,0.5487366916928124,-0.5487366916928124,0
0,0,3.091042453358316,10.714706615920985,24,6,3,0.0,29,2.4166666666666665,0,1,0,0,0,0,3.367295829986474,0.8823891801984737,0,-0.31642166737754884,0.31642166737754884,0
0,3,3.4011973816621555,11.676115169448156,30,0,4,4.0,41,3.4166666666666665,0,1,0,0,0,0,3.713572066704308,1.2286654169163074,2,-1.6141592059830907,1.6141592059830907,3
0,1,3.295836866004329,11.028011222988738,20,10,2,1.0,30,2.5,1,0,0,0,0,0,3.4011973816621555,0.9162907318741551,1,0.5487366916928124,-0.5487366916928124,1
1,0,3.2188758248682006,10.75293310498079,15,15,3,2.0,27,2.25,0,1,0,0,0,0,3.295836866004329,0.8109302162163288,1,1.6301846405307638,-1.6301846405307638,0
0,0,3.1354942159291497,10.764371277138544,19,11,2,0.0,22,1.8333333333333335,1,0,0,0,0,0,3.091042453358316,0.6061358035703156,0,0.7650262814604026,-0.7650262814604026,0
0,0,3.091042453358316,10.72551156001696,27,3,4,0.0,20,1.6666666666666665,0,0,1,0,0,0,2.995732273553991,0.5108256237659906,0,-0.9652904366803198,0.9652904366803198,0
1,0,3.091042453358316,10.678629380648701,29,1,4,0.0,17,1.4166666666666667,1,0,0,0,0,0,2.833213344056216,0.3483066942682158,0,-1.3978696162155004,1.3978696162155004,0
0,0,3.044522437723423,10.602169388594548,21,9,3,0.0,32,2.6666666666666665,0,0,0,0,0,1,3.4657359027997265,0.9808292530117262,0,0.33244710192522203,-0.33244710192522203,0
1,0,3.044522437723423,10.774132172524535,21,9,5,0.0,25,2.0833333333333335,1,0,0,0,0,0,3.2188758248682006,0.7339691750802005,0,0.33244710192522203,-0.33244710192522203,0
1,0,3.091042453358316,10.774529840937115,15,15,3,0.0,24,2.0,0,0,0,0,1,0,3.1780538303479458,0.6931471805599453,0,1.6301846405307638,-1.6301846405307638,0
0,0,3.091042453358316,10.662492695887538,30,0,4,0.0,14,1.1666666666666667,0,0,0,1,0,0,2.6390573296152584,0.15415067982725836,0,-1.6141592059830907,1.6141592059830907,0
0,2,3.4011973816621555,11.225563341329368,29,1,3,3.0,42,3.5,0,1,0,0,0,0,3.7376696182833684,1.252762968495368,1,-1.3978696162155004,1.3978696162155004,2
0,0,3.2188758248682006,10.726214578631968,21,9,3,3.0,17,1.4166666666666667,0,0,0,0,1,0,2.833213344056216,0.3483066942682158,1,0.33244710192522203,-0.33244710192522203,0
1,0,3.044522437723423,10.801308768126622,25,5,3,0.0,31,2.5833333333333335,0,0,0,0,0,1,3.4339872044851463,0.949080554697146,0,-0.5327112571451391,0.5327112571451391,0
1,0,3.044522437723423,10.713439512638157,28,2,2,0.0,23,1.9166666666666665,0,0,0,0,0,1,3.1354942159291497,0.6505875661411493,0,-1.18158002644791,1.18158002644791,0
0,0,3.1780538303479458,10.760919602403877,18,12,4,2.0,12,1.0,0,0,1,0,0,0,2.4849066497880004,0.0,1,0.9813158712279929,-0.9813158712279929,0
1,0,3.091042453358316,10.776954287219356,20,10,3,0.0,17,1.4166666666666667,0,0,0,0,0,1,2.833213344056216,0.3483066942682158,0,0.5487366916928124,-0.5487366916928124,0
1,0,3.044522437723423,10.635951595473024,16,14,2,0.0,30,2.5,0,0,0,1,0,0,3.4011973816621555,0.9162907318741551,0,1.4138950507631736,-1.4138950507631736,0
0,0,3.044522437723423,10.715350666801058,19,11,5,0.0,18,1.5,0,0,0,1,0,0,2.8903717578961645,0.4054651081081644,0,0.7650262814604026,-0.7650262814604026,0
0,0,3.1780538303479458,10.651738259322098,20,10,5,0.0,34,2.8333333333333335,0,0,1,0,0,0,3.5263605246161616,1.0414538748281612,0,0.5487366916928124,-0.5487366916928124,0
1,0,3.091042453358316,10.741687004795212,16,14,4,0.0,12,1.0,0,0,0,0,1,0,2.4849066497880004,0.0,0,1.4138950507631736,-1.4138950507631736,0
0,2,3.4011973816621555,11.235589684572592,30,0,3,4.0,34,2.8333333333333335,1,0,0,0,0,0,3.5263605246161616,1.0414538748281612,2,-1.6141592059830907,1.6141592059830907,2
0,0,3.1780538303479458,10.647470422798568,24,6,5,0.0,33,2.75,0,1,0,0,0,0,3.4965075614664802,1.0116009116784799,0,-0.31642166737754884,0.31642166737754884,0
1,0,3.2188758248682006,10.674174310551491,30,0,2,2.0,24,2.0,0,0,0,0,1,0,3.1780538303479458,0.6931471805599453,1,-1.6141592059830907,1.6141592059830907,0
1,0,3.1354942159291497,10.628908293646369,17,13,2,1.0,15,1.25,0,0,0,1,0,0,2.70805020110221,0.22314355131420976,1,1.1976054609955833,-1.1976054609955833,0
1,0,3.2188758248682006,10.77077709797722,18,12,4,2.0,27,2.25,0,1,0,0,0,0,3.295836866004329,0.8109302162163288,1,0.9813158712279929,-0.9813158712279929,0
1,0,3.2188758248682006,10.70022868930618,20,10,4,3.0,12,1.0,0,0,0,0,0,1,2.4849066497880004,0.0,1,0.5487366916928124,-0.5487366916928124,0
0,0,3.1780538303479458,10.614646542147758,15,15,2,2.0,15,1.25,0,1,0,0,0,0,2.70805020110221,0.22314355131420976,1,1.6301846405307638,-1.6301846405307638,0
1,0,3.044522437723423,10.648942512719419,29,1,2,0.0,22,1.8333333333333335,0,0,1,0,0,0,3.091042453358316,0.6061358035703156,0,-1.3978696162155004,1.3978696162155004,0
0,0,3.091042453358316,10.804360031681902,19,11,4,0.0,28,2.3333333333333335,0,0,0,1,0,0,3.332204510175204,0.8472978603872037,0,0.7650262814604026,-0.7650262814604026,0
1,1,3.332204510175204,10.899808684315772,15,15,4,2.0,37,3.0833333333333335,0,0,0,0,0,1,3.6109179126442243,1.1260112628562242,1,1.6301846405307638,-1.6301846405307638,1
1,0,3.1780538303479458,10.735592003983863,15,15,5,1.0,22,1.8333333333333335,1,0,0,0,0,0,3.091042453358316,0.6061358035703156,1,1.6301846405307638,-1.6301846405307638,0
1,1,3.295836866004329,10.827607555524617,28,2,2,0.0,38,3.1666666666666665,0,0,1,0,0,0,3.6375861597263857,1.1526795099383853,0,-1.18158002644791,1.18158002644791,1
0,0,3.1780538303479458,10.623982354614311,23,7,3,2.0,13,1.0833333333333333,0,0,0,1,0,0,2.5649493574615367,0.08004270767353636,1,-0.10013207760995856,0.10013207760995856,0
1,0,3.1780538303479458,10.655280928528807,22,8,5,0.0,34,2.8333333333333335,0,0,0,0,0,1,3.5263605246161616,1.0414538748281612,0,0.11615751215763173,-0.11615751215763173,0
0,0,3.1354942159291497,10.638280388314705,22,8,5,1.0,15,1.25,0,0,0,0,0,1,2.70805020110221,0.22314355131420976,1,0.11615751215763173,-0.11615751215763173,0
0,2,3.367295829986474,11.481527672822812,21,9,4,1.0,49,4.083333333333333,0,1,0,0,0,0,3.8918202981106265,1.4069136483226263,1,0.33244710192522203,-0.33244710192522203,2
1,2,3.4011973816621555,11.459904362992976,18,12,2,4.0,23,1.9166666666666665,1,0,0,0,0,0,3.1354942159291497,0.6505875661411493,2,0.9813158712279929,-0.9813158712279929,2
1,3,3.4011973816621555,11.910963057249596,21,9,4,4.0,57,4.75,0,0,0,1,0,0,4.04305126783455,1.55814461804655,2,0.33244710192522203,-0.33244710192522203,3
1,5,3.4011973816621555,12.325685117857464,25,5,4,4.0,26,2.1666666666666665,0,0,0,1,0,0,3.258096538021482,0.7731898882334817,2,-0.5327112571451391,0.5327112571451391,3
0,0,3.2188758248682006,10.599455750282775,25,5,4,2.0,23,1.9166666666666665,0,0,0,0,0,1,3.1354942159291497,0.6505875661411493,1,-0.5327112571451391,0.5327112571451391,0
0,0,3.091042453358316,10.67713118396644,19,11,3,0.0,14,1.1666666666666667,0,0,0,0,0,1,2.6390573296152584,0.15415067982725836,0,0.7650262814604026,-0.7650262814604026,0
1,0,3.044522437723423,10.760113202088547,16,14,2,0.0,20,1.6666666666666665,0,0,0,1,0,0,2.995732273553991,0.5108256237659906,0,1.4138950507631736,-1.4138950507631736,0
0,1,3.258096538021482,11.018416005689174,17,13,2,0.0,44,3.6666666666666665,1,0,0,0,0,0,3.784189633918261,1.2992829841302609,0,1.1976054609955833,-1.1976054609955833,1
1,1,3.258096538021482,10.826614861669272,22,8,2,0.0,46,3.8333333333333335,1,0,0,0,0,0,3.828641396489095,1.3437347467010947,0,0.11615751215763173,-0.11615751215763173,1
1,3,3.4011973816621555,11.71615198244408,24,6,4,4.0,27,2.25,0,1,0,0,0,0,3.295836866004329,0.8109302162163288,2,-0.31642166737754884,0.31642166737754884,3
1,2,3.4011973816621555,11.493304221223058,18,12,5,4.0,18,1.5,0,0,1,0,0,0,2.8903717578961645,0.4054651081081644,2,0.9813158712279929,-0.9813158712279929,2
1,3,3.4011973816621555,11.872925873417536,21,9,3,4.0,16,1.3333333333333333,0,0,0,0,1,0,2.772588722239781,0.28768207245178085,2,0.33244710192522203,-0.33244710192522203,3
1,2,3.4011973816621555,11.37026683123265,20,10,4,4.0,38,3.1666666666666665,0,0,0,0,1,0,3.6375861597263857,1.1526795099383853,2,0.5487366916928124,-0.5487366916928124,2
1,0,3.091042453358316,10.627769962026784,29,1,4,0.0,28,2.3333333333333335,0,0,0,0,0,1,3.332204510175204,0.8472978603872037,0,-1.3978696162155004,1.3978696162155004,0
0,0,3.091042453358316,10.739803907735464,22,8,3,0.0,23,1.9166666666666665,0,0,0,1,0,0,3.1354942159291497,0.6505875661411493,0,0.11615751215763173,-0.11615751215763173,0
1,0,3.1354942159291497,10.680401267941642,26,4,2,0.0,26,2.1666666666666665,1,0,0,0,0,0,3.258096538021482,0.7731898882334817,0,-0.7490008469127294,0.7490008469127294,0
0,0,3.091042453358316,10.764603783665628,20,10,4,0.0,20,1.6666666666666665,0,0,0,0,0,1,2.995732273553991,0.5108256237659906,0,0.5487366916928124,-0.5487366916928124,0
1,0,3.091042453358316,10.758179438191325,21,9,2,0.0,13,1.0833333333333333,0,1,0,0,0,0,2.5649493574615367,0.08004270767353636,0,0.33244710192522203,-0.33244710192522203,0
1,0,3.2188758248682006,10.767726807938478,22,8,5,2.0,26,2.1666666666666665,0,1,0,0,0,0,3.258096538021482,0.7731898882334817,1,0.11615751215763173,-0.11615751215763173,0
0,2,3.4011973816621555,11.170801286172727,26,4,4,4.0,53,4.416666666666667,0,0,0,1,0,0,3.970291913552122,1.4853852637641216,2,-0.7490008469127294,0.7490008469127294,2
0,0,3.091042453358316,10.784068201776204,22,8,5,0.0,31,2.5833333333333335,0,0,0,1,0,0,3.4339872044851463,0.949080554697146,0,0.11615751215763173,-0.11615751215763173,0
1,3,3.4011973816621555,11.855259061638277,19,11,5,4.0,19,1.5833333333333335,0,0,0,0,0,1,2.9444389791664403,0.45953232937844024,2,0.7650262814604026,-0.7650262814604026,3
1,1,3.295836866004329,10.966697163402289,30,0,2,3.0,37,3.0833333333333335,1,0,0,0,0,0,3.6109179126442243,1.1260112628562242,1,-1.6141592059830907,1.6141592059830907,1
0,0,3.091042453358316,10.637224700700166,23,7,5,0.0,29,2.4166666666666665,0,0,0,0,0,1,3.367295829986474,0.8823891801984737,0,-0.10013207760995856,0.10013207760995856,0
1,1,3.258096538021482,11.002333147319582,24,6,5,1.0,39,3.25,0,0,0,0,1,0,3.6635616461296463,1.1786549963416462,1,-0.31642166737754884,0.31642166737754884,1
0,2,3.4011973816621555,11.196651855658212,21,9,4,4.0,33,2.75,0,0,1,0,0,0,3.4965075614664802,1.0116009116784799,2,0.33244710192522203,-0.33244710192522203,2
1,2,3.4011973816621555,11.43154185869385,30,0,4,4.0,31,2.5833333333333335,0,0,0,1,0,0,3.4339872044851463,0.949080554697146,2,-1.6141592059830907,1.6141592059830907,2
1,1,3.332204510175204,10.833424746444134,23,7,5,4.0,23,1.9166666666666665,0,0,1,0,0,0,3.1354942159291497,0.6505875661411493,2,-0.10013207760995856,0.10013207760995856,1
1,0,3.1354942159291497,10.782034879499625,29,1,2,1.0,17,1.4166666666666667,0,0,0,0,1,0,2.833213344056216,0.3483066942682158,1,-1.3978696162155004,1.3978696162155004,0
0,3,3.4011973816621555,11.855919247153082,29,1,2,4.0,56,4.666666666666667,0,0,0,1,0,0,4.02535169073515,1.540445040947149,2,-1.3978696162155004,1.3978696162155004,3
1,0,3.1780538303479458,10.638592082856581,27,3,5,1.0,19,1.5833333333333335,0,0,1,0,0,0,2.9444389791664403,0.45953232937844024,1,-0.9652904366803198,0.9652904366803198,0
1,0,3.1780538303479458,10.67183496565901,19,11,4,1.0,20,1.6666666666666665,0,1,0,0,0,0,2.995732273553991,0.5108256237659906,1,0.7650262814604026,-0.7650262814604026,0
1,2,3.4011973816621555,11.267050501653927,16,14,3,3.0,44,3.6666666666666665,0,1,0,0,0,0,3.784189633918261,1.2992829841302609,1,1.4138950507631736,-1.4138950507631736,2
0,0,3.044522437723423,10.642205434638532,18,12,4,0.0,17,1.4166666666666667,1,0,0,0,0,0,2.833213344056216,0.3483066942682158,0,0.9813158712279929,-0.9813158712279929,0
0,0,3.044522437723423,10.811927547865569,30,0,2,0.0,23,1.9166666666666665,0,1,0,0,0,0,3.1354942159291497,0.6505875661411493,0,-1.6141592059830907,1.6141592059830907,0
0,2,3.367295829986474,11.508123956154034,26,4,5,0.0,56,4.666666666666667,0,0,0,0,0,1,4.02535169073515,1.540445040947149,0,-0.7490008469127294,0.7490008469127294,2
1,0,3.1780538303479458,10.725621439259783,17,13,2,2.0,15,1.25,0,0,0,0,0,1,2.70805020110221,0.22314355131420976,1,1.1976054609955833,-1.1976054609955833,0
0,1,3.295836866004329,10.987392212331963,26,4,2,1.0,45,3.75,0,0,0,1,0,0,3.8066624897703196,1.3217558399823195,1,-0.7490008469127294,0.7490008469127294,1
0,0,3.2188758248682006,10.75143520176483,21,9,5,2.0,24,2.0,0,1,0,0,0,0,3.1780538303479458,0.6931471805599453,1,0.33244710192522203,-0.33244710192522203,0
1,0,3.1354942159291497,10.69112639618879,17,13,3,1.0,17,1.4166666666666667,0,0,1,0,0,0,2.833213344056216,0.3483066942682158,1,1.1976054609955833,-1.1976054609955833,0
1,0,3.1780538303479458,10.692581074143282,30,0,5,2.0,16,1.3333333333333333,0,0,0,0,0,1,2.772588722239781,0.28768207245178085,1,-1.6141592059830907,1.6141592059830907,0
1,0,3.091042453358316,10.716881398190429,27,3,5,0.0,25,2.0833333333333335,0,1,0,0,0,0,3.2188758248682006,0.7339691750802005,0,-0.9652904366803198,0.9652904366803198,0
1,0,3.091042453358316,10.641106060692902,30,0,5,0.0,21,1.75,0,0,0,0,0,1,3.044522437723423,0.5596157879354227,0,-1.6141592059830907,1.6141592059830907,0
0,0,3.1354942159291497,10.800228425165567,21,9,2,0.0,35,2.9166666666666665,0,0,0,1,0,0,3.5553480614894135,1.0704414117014134,0,0.33244710192522203,-0.33244710192522203,0
0,0,3.1354942159291497,10.65681219612839,30,0,2,0.0,24,2.0,0,1,0,0,0,0,3.1780538303479458,0.6931471805599453,0,-1.6141592059830907,1.6141592059830907,0
1,2,3.4011973816621555,11.43034788054291,16,14,5,4.0,23,1.9166666666666665,0,0,0,0,0,1,3.1354942159291497,0.6505875661411493,2,1.4138950507631736,-1.4138950507631736,2
1,0,3.091042453358316,10.738090891650067,15,15,3,0.0,31,2.5833333333333335,0,0,0,0,1,0,3.4339872044851463,0.949080554697146,0,1.6301846405307638,-1.6301846405307638,0
1,0,3.091042453358316,10.798738492141016,29,1,2,0.0,26,2.1666666666666665,0,0,0,1,0,0,3.258096538021482,0.7731898882334817,0,-1.3978696162155004,1.3978696162155004,0
0,0,3.091042453358316,10.753275168052005,19,11,5,0.0,15,1.25,0,0,0,0,1,0,2.70805020110221,0.22314355131420976,0,0.7650262814604026,-0.7650262814604026,0
1,0,3.091042453358316,10.794173255694888,15,15,2,0.0,26,2.1666666666666665,1,0,0,0,0,0,3.258096538021482,0.7731898882334817,0,1.6301846405307638,-1.6301846405307638,0
1,0,3.1780538303479458,10.728079575387694,22,8,2,0.0,34,2.8333333333333335,1,0,0,0,0,0,3.5263605246161616,1.0414538748281612,0,0.11615751215763173,-0.11615751215763173,0
0,2,3.4011973816621555,11.229076038538624,26,4,3,4.0,35,2.9166666666666665,0,0,1,0,0,0,3.5553480614894135,1.0704414117014134,2,-0.7490008469127294,0.7490008469127294,2
0,5,3.4011973816621555,12.675269699581575,20,10,4,4.0,14,1.1666666666666667,0,1,0,0,0,0,2.6390573296152584,0.15415067982725836,2,0.5487366916928124,-0.5487366916928124,3
1,0,3.1780538303479458,10.742702836729976,24,6,3,2.0,12,1.0,0,0,1,0,0,0,2.4849066497880004,0.0,1,-0.31642166737754884,0.31642166737754884,0
0,0,3.1780538303479458,10.752056033913902,22,8,2,1.0,21,1.75,0,1,0,0,0,0,3.044522437723423,0.5596157879354227,1,0.11615751215763173,-0.11615751215763173,0
1,0,3.044522437723423,10.789154114866474,16,14,4,0.0,26,2.1666666666666665,0,0,0,0,1,0,3.258096538021482,0.7731898882334817,0,1.4138950507631736,-1.4138950507631736,0
0,0,3.044522437723423,10.663966225256358,20,10,5,0.0,24,2.0,0,0,0,1,0,0,3.1780538303479458,0.6931471805599453,0,0.5487366916928124,-0.5487366916928124,0
0,0,3.044522437723423,10.711078867486941,21,9,2,0.0,24,2.0,0,0,0,0,0,1,3.1780538303479458,0.6931471805599453,0,0.33244710192522203,-0.33244710192522203,0
0,0,3.2188758248682006,10.78839081116865,24,6,2,2.0,26,2.1666666666666665,0,1,0,0,0,0,3.258096538021482,0.7731898882334817,1,-0.31642166737754884,0.31642166737754884,0
0,0,3.2188758248682006,10.743372289207658,27,3,3,1.0,32,2.6666666666666665,0,0,0,0,1,0,3.4657359027997265,0.9808292530117262,1,-0.9652904366803198,0.9652904366803198,0
0,0,3.091042453358316,10.59798382266537,26,4,3,0.0,23,1.9166666666666665,0,1,0,0,0,0,3.1354942159291497,0.6505875661411493,0,-0.7490008469127294,0.7490008469127294,0
1,0,3.2188758248682006,10.677753784380865,23,7,2,3.0,14,1.1666666666666667,0,1,0,0,0,0,2.6390573296152584,0.15415067982725836,1,-0.10013207760995856,0.10013207760995856,0
1,0,3.091042453358316,10.795260156596557,27,3,2,0.0,14,1.1666666666666667,0,1,0,0,0,0,2.6390573296152584,0.15415067982725836,0,-0.9652904366803198,0.9652904366803198,0
0,3,3.4011973816621555,11.84664391339482,19,11,5,4.0,62,5.166666666666667,0,0,0,0,0,1,4.127134385045092,1.6422277352570913,2,0.7650262814604026,-0.7650262814604026,3
1,0,3.1780538303479458,10.620107089281216,23,7,5,0.0,33,2.75,0,0,1,0,0,0,3.4965075614664802,1.0116009116784799,0,-0.10013207760995856,0.10013207760995856,0
1,0,3.091042453358316,10.793044089207646,26,4,3,0.0,34,2.8333333333333335,0,0,1,0,0,0,3.5263605246161616,1.0414538748281612,0,-0.7490008469127294,0.7490008469127294,0
0,0,3.1354942159291497,10.668769330855273,30,0,2,0.0,33,2.75,0,0,0,1,0,0,3.4965075614664802,1.0116009116784799,0,-1.6141592059830907,1.6141592059830907,0
0,0,3.2188758248682006,10.817656034029183,22,8,3,1.0,30,2.5,0,0,0,0,1,0,3.4011973816621555,0.9162907318741551,1,0.11615751215763173,-0.11615751215763173,0
1,0,3.1780538303479458,10.813156408101396,22,8,3,1.0,18,1.5,0,0,1,0,0,0,2.8903717578961645,0.4054651081081644,1,0.11615751215763173,-0.11615751215763173,0
0,0,3.044522437723423,10.709382892787827,29,1,2,0.0,26,2.1666666666666665,0,0,0,0,1,0,3.258096538021482,0.7731898882334817,0,-1.3978696162155004,1.3978696162155004,0
1,0,3.1354942159291497,10.717878440381437,27,3,3,0.0,21,1.75,0,1,0,0,0,0,3.044522437723423,0.5596157879354227,0,-0.9652904366803198,0.9652904366803198,0
1,0,3.1780538303479458,10.628230294685824,29,1,5,1.0,25,2.0833333333333335,0,0,0,0,0,1,3.2188758248682006,0.7339691750802005,1,-1.3978696162155004,1.3978696162155004,0
1,1,3.332204510175204,10.843182262189298,24,6,2,2.0,32,2.6666666666666665,0,0,0,0,0,1,3.4657359027997265,0.9808292530117262,1,-0.31642166737754884,0.31642166737754884,1
1,0,3.044522437723423,10.636504274176522,29,1,2,0.0,27,2.25,0,0,0,0,1,0,3.295836866004329,0.8109302162163288,0,-1.3978696162155004,1.3978696162155004,0
0,0,3.1354942159291497,10.653605629355699,30,0,5,0.0,27,2.25,0,0,0,0,0,1,3.295836866004329,0.8109302162163288,0,-1.6141592059830907,1.6141592059830907,0
0,4,3.4011973816621555,12.201361565800054,28,2,4,4.0,54,4.5,0,1,0,0,0,0,3.9889840465642745,1.5040773967762742,2,-1.18158002644791,1.18158002644791,3
0,0,3.091042453358316,10.743113199474797,28,2,4,0.0,18,1.5,0,1,0,0,0,0,2.8903717578961645,0.4054651081081644,0,-1.18158002644791,1.18158002644791,0
0,2,3.4011973816621555,11.200814078595274,24,6,2,3.0,30,2.5,0,0,0,0,0,1,3.4011973816621555,0.9162907318741551,1,-0.31642166737754884,0.31642166737754884,2
0,0,3.2188758248682006,10.711792102483521,28,2,3,2.0,21,1.75,0,0,0,0,1,0,3.044522437723423,0.5596157879354227,1,-1.18158002644791,1.18158002644791,0
1,0,3.1780538303479458,10.815890737683091,22,8,5,1.0,19,1.5833333333333335,0,1,0,0,0,0,2.9444389791664403,0.45953232937844024,1,0.11615751215763173,-0.11615751215763173,0
1,0,3.2188758248682006,10.810919157976958,22,8,5,2.0,27,2.25,0,0,1,0,0,0,3.295836866004329,0.8109302162163288,1,0.11615751215763173,-0.11615751215763173,0
0,1,3.332204510175204,10.841226615616153,22,8,4,1.0,43,3.5833333333333335,0,0,1,0,0,0,3.7612001156935624,1.2762934659055623,1,0.11615751215763173,-0.11615751215763173,1
1,0,3.1354942159291497,10.75479166289073,20,10,5,0.0,29,2.4166666666666665,0,1,0,0,0,0,3.367295829986474,0.8823891801984737,0,0.5487366916928124,-0.5487366916928124,0
0,0,3.091042453358316,10.680769058672864,29,1,3,0.0,19,1.5833333333333335,0,1,0,0,0,0,2.9444389791664403,0.45953232937844024,0,-1.3978696162155004,1.3978696162155004,0
1,0,3.091042453358316,10.782284079982702,16,14,4,0.0,28,2.3333333333333335,0,0,0,1,0,0,3.332204510175204,0.8472978603872037,0,1.4138950507631736,-1.4138950507631736,0
